es_caro,superficie,dormitorios,banios,pisos,via_principal,habitacion_invitados,sotano,calefaccion_agua,aire_acondicionado,estacionamientos,zona_preferencial,estado_amueblado
barato,3180,4,1,2,si,no,si,no,si,0,no,sin_amoblar
barato,6060,3,1,1,si,si,si,no,no,0,no,amueblada
barato,3480,4,1,2,no,no,no,no,no,1,no,semi_amueblado
barato,3792,4,1,2,si,no,no,no,no,0,no,semi_amueblado
barato,4040,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,2145,3,1,2,si,no,si,no,no,0,si,amueblada
barato,5880,3,1,1,si,no,no,no,no,1,no,sin_amoblar
barato,4500,2,1,1,no,no,no,no,no,0,no,semi_amueblado
barato,3930,2,1,1,no,no,no,no,no,0,no,sin_amoblar
barato,3640,4,1,2,si,no,si,no,no,0,no,sin_amoblar
barato,4370,3,1,2,si,no,no,no,no,0,no,sin_amoblar
barato,2684,2,1,1,si,no,no,no,si,1,no,sin_amoblar
barato,4320,3,1,1,no,no,no,no,no,1,no,sin_amoblar
barato,3120,3,1,2,no,no,no,no,no,0,no,amueblada
barato,3450,1,1,1,si,no,no,no,no,0,no,amueblada
barato,3986,2,2,1,no,si,si,no,no,1,no,
barato,3500,2,1,1,no,no,si,no,no,0,no,semi_amueblado
barato,4095,2,1,1,si,no,no,no,no,2,no,semi_amueblado
barato,1650,3,1,2,no,no,si,no,no,0,no,sin_amoblar
barato,3450,3,1,2,si,no,si,no,no,0,no,semi_amueblado
barato,6750,2,1,1,si,no,no,no,no,0,no,semi_amueblado
barato,9000,3,1,2,si,no,no,no,no,2,no,semi_amueblado
barato,3069,2,1,1,si,no,no,no,no,1,no,sin_amoblar
barato,4500,3,1,2,si,no,no,no,si,0,no,sin_amoblar
barato,5495,3,1,1,si,no,si,no,no,0,no,sin_amoblar
barato,2398,3,1,1,si,no,no,no,no,0,si,semi_amueblado
barato,3000,3,1,1,no,no,no,no,si,0,no,sin_amoblar
barato,3850,3,1,2,si,no,no,no,no,0,no,sin_amoblar
barato,3500,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,8100,2,1,1,si,no,no,no,no,1,no,sin_amoblar
barato,4960,2,1,1,si,no,si,no,si,0,no,sin_amoblar
barato,2160,3,1,2,no,no,si,no,no,0,no,semi_amueblado
barato,3090,2,1,1,si,si,si,no,no,0,no,sin_amoblar
barato,4500,2,1,2,si,no,no,si,no,1,no,semi_amueblado
barato,3800,2,1,1,si,no,no,no,no,0,no,
barato,3090,3,1,2,no,no,no,no,no,0,no,semi_amueblado
barato,3240,3,1,2,si,no,no,no,no,2,no,semi_amueblado
barato,2835,2,1,1,si,no,no,no,no,0,no,semi_amueblado
barato,4600,2,1,1,si,no,no,no,no,0,no,amueblada
barato,5076,3,1,1,no,no,no,no,no,0,no,sin_amoblar
barato,3750,3,1,2,si,no,no,no,no,0,no,sin_amoblar
barato,3630,4,1,2,si,no,no,no,no,3,no,semi_amueblado
barato,8050,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,4352,4,1,2,no,no,no,no,no,1,no,sin_amoblar
barato,3000,2,1,2,si,no,no,no,no,0,no,semi_amueblado
barato,5850,3,1,2,si,no,si,no,no,1,no,sin_amoblar
barato,4960,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,3600,3,1,2,no,no,no,no,no,1,no,sin_amoblar
barato,3660,4,1,2,no,no,no,no,no,0,no,sin_amoblar
barato,3480,3,1,2,no,no,no,no,no,1,no,semi_amueblado
barato,2700,2,1,1,no,no,no,no,no,0,no,amueblada
barato,3150,3,1,2,no,no,no,no,no,0,no,sin_amoblar
barato,6615,3,1,2,si,no,no,no,no,0,no,semi_amueblado
barato,3040,2,1,1,no,no,no,no,no,0,no,sin_amoblar
barato,3630,2,1,1,si,no,no,no,no,0,no,
barato,6000,2,1,1,si,no,no,no,no,0,no,semi_amueblado
barato,5400,4,1,2,si,no,no,no,no,0,no,sin_amoblar
barato,5200,4,1,3,si,no,no,no,no,0,no,sin_amoblar
barato,3300,3,1,2,no,no,no,no,no,1,no,semi_amueblado
barato,4350,3,1,2,no,no,no,si,no,1,no,sin_amoblar
barato,2640,2,1,1,no,no,no,no,no,1,no,amueblada
barato,2650,3,1,2,si,no,si,no,no,1,no,sin_amoblar
barato,3960,3,1,1,si,no,no,no,no,0,no,amueblada
barato,6800,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,4000,3,1,2,si,no,no,no,no,1,no,sin_amoblar
barato,4000,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,3934,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,2000,2,1,2,si,no,no,no,no,0,no,semi_amueblado
barato,3630,3,3,2,no,si,no,no,no,0,no,sin_amoblar
barato,2800,3,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,2430,3,1,1,no,no,no,no,no,0,no,sin_amoblar
barato,3480,2,1,1,si,no,no,no,no,1,no,semi_amueblado
barato,4000,3,1,1,si,no,no,no,no,0,no,semi_amueblado
barato,3185,2,1,1,si,no,no,no,si,0,no,sin_amoblar
barato,4000,3,1,2,si,no,no,no,si,0,no,sin_amoblar
barato,2910,2,1,1,no,no,no,no,no,,no,sin_amoblar
barato,3600,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,4400,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,3600,2,2,2,si,no,si,no,no,1,no,amueblada
barato,2880,3,1,1,no,no,no,no,no,0,no,sin_amoblar
barato,3180,3,1,1,no,no,no,no,no,0,no,sin_amoblar
barato,3000,2,1,2,si,no,no,no,no,0,no,amueblada
barato,4400,3,1,2,si,no,no,no,no,0,no,sin_amoblar
barato,3000,3,1,2,no,no,no,no,no,0,no,semi_amueblado
barato,3210,3,1,2,si,no,si,no,no,0,no,sin_amoblar
barato,3240,2,1,1,no,si,no,no,no,1,no,sin_amoblar
barato,3000,2,1,1,si,no,no,no,no,1,no,sin_amoblar
barato,3500,2,1,1,si,si,no,no,no,0,no,sin_amoblar
barato,4840,2,1,2,si,no,no,no,no,0,no,sin_amoblar
barato,7700,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,3635,2,1,1,no,no,no,no,no,0,no,sin_amoblar
barato,2475,3,1,2,si,no,no,no,no,0,no,amueblada
barato,2787,4,2,2,si,no,no,no,no,0,no,amueblada
barato,3264,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,3640,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,3180,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,1836,2,1,1,no,no,si,no,no,0,no,semi_amueblado
barato,3970,1,1,1,no,no,no,no,no,0,no,sin_amoblar
barato,3970,3,1,2,si,no,si,no,no,0,no,sin_amoblar
barato,1950,3,1,1,no,no,no,si,no,0,no,sin_amoblar
barato,5300,3,1,1,no,no,no,no,si,,si,sin_amoblar
barato,3000,2,1,1,no,no,no,no,no,0,no,sin_amoblar
barato,2400,3,1,2,si,no,no,no,no,0,no,sin_amoblar
barato,3000,4,1,2,si,no,no,no,no,0,no,sin_amoblar
barato,3360,2,1,1,si,no,no,no,no,1,no,sin_amoblar
barato,3420,5,1,2,no,no,no,no,no,0,no,sin_amoblar
barato,1700,3,1,2,si,no,no,no,no,0,no,sin_amoblar
barato,3649,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,2990,2,1,1,no,no,no,no,no,1,no,sin_amoblar
barato,3000,2,1,1,si,no,si,no,no,2,no,sin_amoblar
barato,2400,3,1,1,no,no,no,no,,0,no,semi_amueblado
barato,3620,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,2910,3,1,1,no,no,no,no,no,0,no,amueblada
barato,3850,3,1,2,si,no,no,no,no,0,no,sin_amoblar
barato,3000,2,1,1,si,no,no,no,no,1,no,sin_amoblar
barato,3500,2,1,1,si,si,no,no,no,0,no,sin_amoblar
barato,4840,2,1,2,si,no,no,no,no,0,no,sin_amoblar
barato,7700,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,3635,2,1,1,no,no,no,no,no,0,no,sin_amoblar
barato,2475,3,1,2,si,no,no,no,no,0,no,amueblada
barato,2787,4,2,2,si,no,no,no,no,0,no,amueblada
barato,3264,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,3640,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,3180,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,1836,2,1,1,no,no,si,no,no,0,no,semi_amueblado
barato,3970,1,1,1,no,no,no,no,no,0,no,sin_amoblar
barato,3970,3,1,2,si,,si,no,no,0,no,sin_amoblar
barato,1950,3,1,1,no,no,no,si,no,0,no,sin_amoblar
barato,5300,3,1,1,no,no,no,no,si,0,si,sin_amoblar
barato,3000,2,1,1,no,no,no,no,no,0,no,sin_amoblar
barato,2400,3,1,2,si,no,no,no,no,0,no,sin_amoblar
barato,3000,4,1,2,si,no,no,no,no,0,no,sin_amoblar
barato,3360,2,1,1,si,no,no,no,no,1,no,sin_amoblar
barato,3420,5,,2,no,no,no,no,no,0,no,sin_amoblar
barato,1700,3,1,2,si,no,no,no,no,0,no,sin_amoblar
barato,3649,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,2990,2,1,1,no,no,no,no,no,1,no,sin_amoblar
barato,3000,2,1,1,si,no,si,no,no,2,no,sin_amoblar
barato,2400,3,1,1,no,no,no,no,no,0,no,semi_amueblado
barato,3620,2,1,1,si,no,no,no,no,0,no,sin_amoblar
barato,2910,3,1,1,no,no,no,no,no,0,no,amueblada
barato,3850,3,1,2,si,no,no,no,no,0,no,sin_amoblar
caro,8245,4,,2,si,no,si,no,si,2,si,amueblada
caro,6890,3,2,3,si,si,no,no,si,1,no,semi_amueblado
barato,3875,3,1,1,si,no,no,no,no,0,no,sin_amoblar
caro,7320,4,1,2,si,no,si,no,no,2,si,semi_amueblado
barato,4210,2,1,1,no,no,no,no,si,1,no,sin_amoblar
caro,9150,5,3,3,si,si,no,no,si,3,si,amueblada
barato,2980,3,1,2,si,no,si,no,no,0,no,semi_amueblado
caro,5620,3,2,2,si,no,no,no,si,2,no,amueblada
barato,3540,2,1,1,no,no,no,no,no,0,si,sin_amoblar
caro,7845,4,2,3,si,si,si,no,si,2,si,amueblada
barato,4125,3,1,2,si,no,no,no,no,1,no,semi_amueblado
caro,6750,3,1,1,si,no,no,no,si,1,si,semi_amueblado
barato,3290,2,1,1,si,no,no,si,no,0,no,amueblada
caro,8560,4,2,2,si,no,si,no,si,2,no,amueblada
barato,2765,3,1,2,no,no,si,no,no,0,no,sin_amoblar
caro,11240,5,3,4,si,si,no,no,no,3,si,semi_amueblado
barato,3890,2,1,1,si,no,no,no,si,0,no,sin_amoblar
caro,6325,3,2,2,si,no,no,no,si,2,si,amueblada
barato,4455,3,2,2,si,no,si,no,no,1,no,semi_amueblado
caro,7980,4,1,2,si,si,si,no,si,1,no,amueblada
barato,3120,2,1,1,no,no,no,no,no,0,no,sin_amoblar
caro,9675,4,3,3,si,no,no,no,si,3,si,amueblada
barato,2845,3,1,1,si,no,no,no,no,0,si,sin_amoblar
caro,5940,3,1,2,si,no,si,no,no,2,no,semi_amueblado
barato,4680,4,1,2,si,no,no,no,si,1,no,amueblada
caro,8125,4,2,2,si,si,no,no,si,2,si,amueblada
barato,3365,2,1,1,si,no,si,no,no,0,no,sin_amoblar
caro,6480,3,2,3,si,no,no,no,si,1,no,semi_amueblado
barato,2910,3,1,2,no,no,no,no,no,0,no,semi_amueblado
caro,10550,5,2,2,si,no,si,no,si,2,si,amueblada
barato,3775,3,1,1,si,no,no,no,no,1,no,sin_amoblar
caro,7215,4,1,2,si,si,si,no,si,2,no,amueblada
barato,4090,2,2,1,si,no,no,no,no,0,si,semi_amueblado
caro,6835,3,2,2,si,no,no,no,si,2,si,amueblada
barato,3450,3,1,2,si,no,si,no,no,0,no,sin_amoblar
caro,9280,4,2,4,si,si,no,no,no,3,no,semi_amueblado
barato,2690,2,1,1,no,no,no,si,no,0,no,amueblada
caro,5785,3,1,1,si,no,no,no,si,1,si,amueblada
barato,4320,3,1,2,si,no,no,no,si,1,no,semi_amueblado
caro,8695,4,2,3,si,no,si,no,si,2,si,amueblada
barato,3185,2,1,1,si,no,no,no,no,0,no,sin_amoblar
caro,7460,3,2,2,si,si,no,no,si,2,no,amueblada
barato,3945,3,2,2,si,no,si,no,no,1,no,semi_amueblado
caro,6120,3,1,2,si,no,si,no,no,1,si,semi_amueblado
barato,2835,2,1,1,no,no,no,no,no,0,no,sin_amoblar
caro,9820,5,3,3,si,si,no,si,si,3,si,amueblada
barato,4565,3,1,2,,no,no,no,si,0,no,amueblada
caro,6975,4,2,2,si,no,no,no,si,2,no,semi_amueblado
barato,3275,2,1,1,si,no,si,no,no,0,si,sin_amoblar
caro,7730,3,1,1,si,no,si,no,si,2,si,amueblada
barato,3890,3,1,2,no,no,no,no,no,1,no,sin_amoblar
caro,8445,4,2,3,si,si,no,no,si,2,si,amueblada
barato,2955,3,1,1,si,no,no,si,no,0,no,semi_amueblado
caro,6290,3,2,2,si,no,si,no,no,2,no,amueblada
barato,4185,2,1,1,si,no,no,no,si,0,no,sin_amoblar
caro,10125,5,2,4,si,no,no,no,si,3,si,semi_amueblado
barato,3510,3,1,2,si,no,si,no,no,0,no,sin_amoblar
caro,7085,4,1,2,si,si,si,no,si,1,no,amueblada
barato,3765,3,2,2,si,no,no,no,no,1,si,semi_amueblado
caro,6540,3,2,3,si,no,no,no,si,2,si,
barato,2880,2,1,1,no,no,no,no,no,0,no,sin_amoblar
caro,9340,4,3,2,si,si,si,no,si,3,no,amueblada
barato,4245,3,1,2,si,no,no,no,si,1,no,amueblada
caro,5895,3,1,1,si,no,no,no,no,2,no,semi_amueblado
barato,3425,2,1,1,si,no,si,no,no,0,no,sin_amoblar
caro,8170,4,2,2,si,no,si,no,si,2,si,amueblada
barato,3690,3,1,2,no,no,no,no,no,0,si,sin_amoblar
caro,7625,3,2,3,si,si,no,no,si,2,no,amueblada
barato,2745,2,1,1,si,no,no,si,no,0,no,semi_amueblado
caro,6415,3,1,2,si,no,si,no,si,1,si,semi_amueblado
barato,4095,3,1,2,si,no,no,no,no,1,no,amueblada
caro,9580,5,2,3,si,no,no,no,si,3,si,amueblada
barato,3150,2,1,1,no,no,si,no,no,0,no,sin_amoblar
caro,7340,4,2,2,si,si,no,no,si,2,no,semi_amueblado
barato,3825,3,2,1,si,no,,no,si,0,no,amueblada
caro,6785,3,1,1,si,no,no,no,si,2,si,amueblada
barato,4410,3,1,2,si,no,si,no,no,1,no,sin_amoblar
caro,8920,4,3,4,si,si,si,no,si,3,si,amueblada
barato,2995,2,1,1,si,no,no,no,no,0,no,sin_amoblar
caro,5670,3,2,2,si,no,no,no,no,1,no,semi_amueblado
barato,3555,3,1,2,no,no,no,si,no,0,no,amueblada
caro,10685,5,2,2,si,no,si,no,si,2,si,semi_amueblado
barato,4125,2,1,1,si,no,no,no,si,0,si,sin_amoblar
caro,7195,3,1,2,si,si,si,no,si,2,no,amueblada
barato,3290,3,1,1,si,no,no,no,no,0,no,sin_amoblar
caro,6920,4,2,3,si,no,no,no,si,2,si,amueblada
barato,2810,2,1,1,no,no,si,no,no,0,no,semi_amueblado
caro,8535,4,2,2,si,no,si,no,si,3,no,amueblada
barato,3980,3,2,2,si,no,no,no,no,1,no,
caro,6240,3,1,1,si,no,no,no,si,1,si,semi_amueblado
barato,4285,3,1,2,si,no,si,no,si,0,no,amueblada
caro,9145,5,3,3,si,si,no,no,si,3,si,amueblada
barato,3075,2,1,1,si,no,no,si,no,0,no,sin_amoblar
caro,7455,4,1,2,si,no,si,no,no,2,no,semi_amueblado
barato,3615,3,1,2,no,no,no,no,no,1,si,sin_amoblar
caro,6585,3,2,2,si,si,no,no,si,2,si,amueblada
barato,2925,2,1,1,si,no,no,no,no,0,no,sin_amoblar
caro,8765,4,2,4,si,no,no,no,si,2,no,amueblada
barato,4535,3,1,2,si,no,si,no,si,1,no,semi_amueblado
caro,5920,3,1,1,si,no,si,no,no,1,no,amueblada
barato,3340,2,2,1,si,no,no,no,no,0,no,sin_amoblar
caro,10440,5,2,3,si,si,no,no,si,3,si,semi_amueblado
barato,3795,3,1,2,no,no,no,si,no,0,no,amueblada
caro,7280,4,2,2,si,no,si,no,si,2,si,amueblada
barato,4145,2,1,1,si,no,no,no,si,0,no,sin_amoblar
caro,6735,3,1,2,si,no,no,no,no,2,no,semi_amueblado
barato,2870,3,1,1,si,no,si,no,no,,si,sin_amoblar
caro,9095,4,3,3,si,si,si,no,si,3,si,amueblada
barato,3465,2,1,2,no,no,no,no,no,0,no,sin_amoblar
caro,6145,3,2,2,si,no,no,no,si,1,no,amueblada
barato,4375,3,1,2,si,no,no,no,si,1,no,semi_amueblado
caro,8390,4,1,2,si,si,no,no,si,2,si,amueblada
barato,3225,2,1,1,si,no,no,si,no,0,no,sin_amoblar
caro,7515,3,2,3,si,no,si,no,si,2,no,semi_amueblado
barato,3895,3,2,2,si,no,si,no,no,,no,amueblada
caro,6470,3,1,1,si,no,no,no,si,2,si,amueblada
barato,2780,2,1,1,no,no,no,no,no,0,no,sin_amoblar
caro,9720,5,2,4,si,no,si,no,si,3,si,semi_amueblado
barato,4625,3,1,2,si,no,no,no,si,0,no,amueblada
caro,7140,4,2,2,si,si,no,no,no,2,no,amueblada
barato,3510,2,1,1,si,no,si,no,no,0,si,sin_amoblar
caro,6820,3,1,2,si,no,si,no,si,1,no,semi_amueblado
barato,3985,3,1,2,no,no,no,si,no,1,no,sin_amoblar
caro,8615,4,2,3,si,no,no,no,si,2,si,amueblada
barato,3140,2,1,1,si,no,no,no,no,,no,sin_amoblar
caro,5815,3,2,2,si,si,si,no,si,2,no,amueblada
barato,4240,3,1,2,si,no,no,no,si,1,no,semi_amueblado
caro,10880,5,3,3,si,si,no,no,si,3,si,amueblada
barato,2895,2,1,1,no,no,si,no,no,0,no,sin_amoblar
caro,7385,4,1,2,si,no,si,no,no,2,si,semi_amueblado
barato,3675,3,2,2,si,no,no,no,no,0,no,amueblada
caro,6655,3,2,3,si,no,no,no,si,2,no,amueblada
barato,4085,2,1,1,si,no,no,si,si,0,si,sin_amoblar
caro,9235,4,2,2,si,si,no,no,si,3,si,amueblada
barato,3395,3,1,2,si,no,si,no,no,0,no,sin_amoblar
caro,6010,3,1,1,si,no,no,no,no,1,no,semi_amueblado
barato,3745,2,1,1,no,no,no,no,si,0,no,amueblada
caro,8455,4,2,4,si,no,si,no,si,2,si,amueblada
barato,2965,3,1,2,si,no,no,no,no,1,no,sin_amoblar
caro,7625,3,1,2,si,si,si,no,si,2,no,semi_amueblado
barato,4450,3,1,2,si,no,si,no,si,0,no,amueblada
caro,6380,3,2,2,si,no,no,no,si,1,si,amueblada
barato,3225,2,1,1,si,no,no,,no,0,no,sin_amoblar
caro,9685,5,3,3,si,si,no,si,si,3,si,amueblada
barato,3855,3,2,1,si,no,no,no,no,1,no,semi_amueblado
caro,7095,4,2,2,si,no,si,no,si,2,no,amueblada
barato,3485,2,1,1,no,no,si,no,no,0,si,sin_amoblar
caro,6725,3,1,1,si,no,no,no,si,2,si,semi_amueblado
barato,4175,3,1,2,si,no,no,si,no,0,no,amueblada
caro,8925,4,2,3,si,si,si,no,,3,si,amueblada
barato,3045,2,1,1,si,no,no,no,no,0,no,sin_amoblar
caro,5755,3,2,2,si,no,no,no,no,1,no,amueblada
barato,3920,3,1,2,no,no,no,no,si,1,no,sin_amoblar
caro,10335,5,2,4,si,no,si,no,si,3,si,semi_amueblado
barato,4320,3,2,2,si,no,si,no,no,0,no,amueblada
caro,7245,4,1,2,si,si,no,no,si,2,no,amueblada
barato,2815,2,1,1,si,no,no,si,no,,no,sin_amoblar
caro,6895,3,2,3,si,no,no,no,si,2,si,semi_amueblado
barato,3585,3,1,2,si,no,si,no,no,0,no,sin_amoblar
caro,8545,4,2,2,si,no,si,no,si,2,si,amueblada
barato,4095,2,1,1,no,no,no,no,si,0,,sin_amoblar
caro,6215,3,1,1,si,no,no,no,no,1,no,amueblada
barato,3710,3,1,2,si,no,no,no,no,1,no,semi_amueblado
caro,9415,5,3,3,si,si,no,no,si,3,si,amueblada
barato,2940,2,1,1,si,no,si,no,no,0,no,sin_amoblar
caro,7475,4,2,2,si,no,si,no,si,2,no,semi_amueblado
barato,3825,3,2,2,si,no,no,si,no,0,no,amueblada
caro,6545,3,1,2,si,si,no,no,si,2,si,amueblada
barato,4255,2,1,1,si,no,no,no,si,,no,sin_amoblar
caro,8785,4,2,4,si,no,no,no,si,3,no,amueblada
barato,3165,3,1,2,no,no,si,no,no,0,si,sin_amoblar
caro,5985,3,2,2,si,no,si,no,no,1,no,semi_amueblado
barato,3955,3,1,1,si,no,no,no,no,1,no,amueblada
caro,10625,5,2,3,si,si,no,si,si,3,si,amueblada
barato,4485,3,1,2,si,,si,no,si,0,no,semi_amueblado
caro,7330,4,1,2,si,no,no,no,si,2,si,amueblada
barato,2875,2,1,1,si,no,no,si,no,0,no,sin_amoblar
caro,6665,3,2,3,si,no,si,no,si,2,no,semi_amueblado
barato,3515,3,1,2,no,no,no,no,no,0,no,sin_amoblar
caro,9125,4,3,2,si,si,no,no,si,3,si,amueblada
barato,4135,2,1,1,si,no,no,no,si,0,si,amueblada
caro,6075,3,1,1,si,no,no,no,no,1,no,semi_amueblado
barato,3645,3,1,2,si,no,si,no,no,1,no,sin_amoblar
caro,8365,4,2,2,si,no,si,no,si,2,si,amueblada
barato,3275,2,1,1,no,no,no,no,no,0,no,
caro,7545,3,2,3,si,si,no,no,si,2,no,amueblada
barato,3895,3,2,2,si,no,no,si,no,0,no,semi_amueblado
caro,6435,3,1,2,si,no,si,no,si,1,si,amueblada
barato,4365,3,1,2,si,no,no,no,si,1,no,sin_amoblar
caro,9855,5,2,4,si,no,no,no,si,3,si,semi_amueblado
barato,3105,2,1,1,si,no,si,no,no,0,no,sin_amoblar
caro,7185,4,2,2,si,si,si,no,si,2,no,amueblada
barato,3770,3,1,2,no,no,no,no,no,0,si,sin_amoblar
caro,6785,3,1,1,si,no,no,no,si,2,si,semi_amueblado
barato,4215,2,1,1,si,no,no,si,si,0,no,amueblada
caro,8695,4,2,3,si,no,si,no,si,2,si,amueblada
barato,2995,3,1,2,si,no,no,no,no,1,no,sin_amoblar
caro,5845,3,2,2,si,si,no,no,no,1,no,amueblada
barato,3535,2,1,1,si,no,si,no,no,,no,sin_amoblar
caro,10275,5,3,3,si,si,no,no,si,3,si,amueblada
barato,4095,3,1,2,no,no,no,no,si,0,no,semi_amueblado
caro,7415,4,1,2,si,no,si,no,si,2,no,amueblada
barato,3365,2,1,1,si,no,no,no,no,0,si,sin_amoblar
caro,6925,3,2,3,si,no,no,no,si,2,si,semi_amueblado
barato,3785,3,2,2,si,no,si,no,no,1,no,amueblada
caro,8515,4,2,2,si,si,no,no,si,3,no,amueblada
barato,2845,2,1,1,no,no,no,si,no,0,no,sin_amoblar
caro,6185,3,1,1,si,no,si,no,no,1,no,amueblada
barato,4445,3,1,2,si,no,no,no,si,0,no,sin_amoblar
caro,9565,5,2,4,si,no,no,no,si,3,si,semi_amueblado
barato,3225,2,1,1,si,no,si,no,no,0,no,sin_amoblar
caro,7285,4,2,2,si,no,si,no,si,2,si,
barato,3915,3,1,2,no,no,no,si,no,1,no,amueblada
caro,6595,3,1,2,si,si,no,no,si,2,no,semi_amueblado
barato,4185,2,1,1,si,no,no,no,si,0,si,sin_amoblar
caro,8825,4,3,3,si,si,si,no,si,3,si,amueblada
barato,3085,2,1,1,si,no,no,no,no,0,no,sin_amoblar
caro,5925,3,2,2,si,no,no,no,no,1,no,amueblada
barato,3655,3,1,2,si,no,si,no,no,0,no,sin_amoblar
caro,10745,5,2,3,si,no,si,si,si,3,si,amueblada
barato,4325,3,2,2,si,no,no,no,si,1,no,semi_amueblado
caro,7135,4,1,2,si,si,no,no,si,2,no,amueblada
barato,2935,2,1,1,no,no,si,no,no,0,no,sin_amoblar
caro,6755,3,2,3,si,no,no,no,si,2,si,semi_amueblado
barato,3575,3,1,2,si,no,no,si,no,0,no,amueblada
caro,9185,4,2,2,si,no,si,no,si,,si,amueblada
barato,4065,2,1,1,si,no,no,no,si,0,no,sin_amoblar
caro,6045,3,1,1,si,no,no,no,no,1,no,amueblada
barato,3735,3,1,2,no,no,no,no,no,1,si,sin_amoblar
caro,8445,4,2,4,si,si,no,no,si,2,si,amueblada
barato,3295,2,1,1,si,no,si,no,no,0,no,sin_amoblar
caro,7515,3,1,2,si,no,si,,si,2,no,semi_amueblado
barato,3885,3,2,2,si,no,no,no,no,0,no,amueblada
caro,6485,3,2,2,si,no,no,no,si,1,si,amueblada
barato,4225,2,1,1,si,no,no,si,si,0,no,sin_amoblar
caro,9915,5,3,3,si,si,si,no,si,3,si,amueblada
barato,3155,2,1,1,no,no,no,no,no,0,no,sin_amoblar
caro,7065,4,2,2,si,no,no,no,si,2,no,amueblada
barato,3825,3,1,2,si,no,si,no,si,1,no,semi_amueblado
caro,6335,3,1,1,si,si,si,no,,2,si,semi_amueblado
barato,4495,3,1,2,no,no,no,no,si,0,no,sin_amoblar
caro,8635,4,2,3,si,no,si,no,si,2,si,amueblada
barato,2985,2,1,1,si,no,no,no,no,0,si,sin_amoblar
caro,5795,3,2,2,si,no,no,no,si,1,no,amueblada
barato,3545,3,1,2,si,no,no,si,no,,no,sin_amoblar
caro,10465,5,2,4,si,no,no,no,si,3,si,semi_amueblado
barato,4155,2,1,1,si,no,si,no,si,0,no,amueblada
caro,7375,4,1,2,si,si,no,no,si,2,no,amueblada
barato,3365,3,2,2,no,no,si,no,no,1,no,sin_amoblar
caro,6895,3,2,3,si,no,no,no,si,2,si,semi_amueblado
barato,3795,2,1,1,si,no,no,no,no,0,no,sin_amoblar
